Harga_Asli,kecamatan,bedroom,bathrooms,jumlah_guest_toilet,lantai,area_digunakan,luas_tanah,latitude,longitude,dist_SD,dist_SMP,dist_SMA_SMK,dist_Universitas,dist_Fasilitas_Kesehatan,dist_Mall,dist_Supermarket,dist_Minimarket,dist_Stasiun,dist_Terminal,dist_Bandara,dist_Halte,dist_Entry_Exit_Tol,road_score,has_exit_tol,AC,Air,Alarm,Balkon,Berperabot lengkap,Dapur lengkap,Dapur terpadu,Deck,Fully fenced,Garasi,Gas alam,Halaman,Halaman terbuka,Internet,Jacuzzi,Jaringan internet,Kabel video,Kitchen set,Lemari pakaian bawaan,Listrik,Pagar penuh,Pemanas ruangan,Pemanasan,Pemandangan panorama,Pendingin ruangan (AC),Perapian,Ruang kantor,Ruang layanan,Rubanah,Sebagian perabotan,Setengah terpisah,Sistem Alarm,TV kabel,Tangki air,Tanpa perabotan,Teras,Wifi,Akses bagi penyandang disabilitas,Angkat,Area anak-anak,BBQ Area,Cctv,Gym,Keamanan,Keamanan 24 jam,Kolam renang,Lapangan tenis,Panggang,Pramutamu,Pustaka,Rumah jaga,Sauna,Spa,Spa dan Sauna,Taman,Taman atap,Taman bermain anak,Tidak Ada
28.5,Sidoarjo,2,1,1,1,65,96,-7.412324,112.5378369,14.10777388,4.521358592,5.739249833,19.67989096,5.993697625,20.98096278,19.67509937,0.176468657,4.24756786,5.531233316,28.39663801,4.535996651,33.7110068,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54.05,Sidoarjo,2,1,1,1,72,72,-7.44977187,112.7015496,1.418867546,1.347328217,1.619650847,1.161143531,1.125437344,1.711231791,0.80420669,2.877355001,2.962788217,3.976635156,13.48333016,2.288506762,0.501515038,3,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
140,Waru,3,3,1,2,70,91,-7.350897,112.7384808,2.508679389,1.922518786,2.756028899,0.689014091,3.410048316,2.601558912,0.106056948,1.729885651,1.217806528,2.694114796,5.183194248,1.198947377,81.19501354,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130,Sedati,2,2,0,2,98,98,-7.3756404,112.758414,0.432130228,3.613384328,3.875894224,5.85914327,0.675753648,4.912829437,2.540420953,1.098479954,4.253114004,2.482674229,0.725281743,4.377368983,8.597079643,3,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
58.7,Krembung,2,1,0,1,210,105,-7.5268,112.6637,7.897964305,5.746944314,11.59598382,5.080471132,2.908489209,13.86411006,4.327001334,3.249704829,5.271918747,11.80931862,25.55894965,5.224403821,21.66326364,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47.5,Sidoarjo,2,1,0,1,75,90,-7.45404378,112.7297584,2.583373308,1.777611342,1.730146551,2.886172286,1.540921134,2.597968074,1.705039739,0.533492503,2.918789572,3.21807546,12.07301851,2.689051054,4.398311777,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
185,Sidoarjo,7,6,0,2,150,150,-7.4540491,112.7066448,1.329265792,1.199338443,1.227777695,0.816918377,1.117265542,1.37170299,1.000657349,2.333336452,2.185836562,3.394768865,13.33977515,0.959526932,1.632499152,3,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
180,Gedangan,3,2,0,1,39,105,-7.3838815,112.7502002,3.006201341,3.822943017,3.240399421,6.519568856,2.992182241,3.898596339,3.839938871,3.036020359,3.197215703,4.570387738,2.351931321,3.321470682,7.702243769,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,Gedangan,2,2,2,1,40,40,-7.396155,112.7047843,1.909784402,1.100196351,3.544425573,5.549274533,2.076488319,5.421825904,0.944636395,0.584330597,2.856397346,6.898036834,7.486121999,2.856397346,20.21671947,3,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
85,Prambon,3,1,0,1,36,72,-7.438295,112.573007,8.283244975,3.545458394,3.299211418,17.44590328,3.219020219,16.48274979,14.86138822,3.77938562,3.556651028,3.684504501,26.64017259,3.218503573,31.95454138,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Balongbendo,6,2,0,1,54,73,-7.4217,112.5322,13.81773375,5.633311884,6.851203125,20.82565765,7.105650917,21.49493989,19.87357832,1.787440015,3.87899293,6.643186608,29.54240469,3.874138192,34.85677348,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,Buduran,2,1,0,1,46,72,-7.4219387,112.7532001,2.29874949,3.755791596,4.222223789,4.335149731,4.852358319,6.827029085,5.495618789,2.372902447,6.41719289,7.361131508,6.591456148,6.41719289,9.28097884,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130,Waru,3,2,0,1,120,120,-7.342707,112.7698192,1.12562444,2.456132503,2.629651977,3.342106166,1.5519435,7.04130099,0.473553174,2.106774581,5.562363687,6.393201616,5.542263562,5.543504536,4.075306123,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,Balongbendo,3,2,0,1,400,309,-7.4217,112.5322,13.81773375,5.633311884,6.851203125,20.82565765,7.105650917,21.49493989,19.87357832,1.787440015,3.87899293,6.643186608,29.54240469,3.874138192,34.85677348,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,Taman,3,2,0,2,36,72,-7.3654019,112.7126562,1.050027213,1.047636788,3.198890297,4.766211175,1.27782483,2.465635326,2.278196623,0.338983386,3.184175733,2.206313486,6.329462226,5.003776033,23.35006597,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39.5,Sedati,2,1,1,1,36,72,-7.4057354,112.7613933,2.506541114,5.029552199,1.235679044,4.461970855,2.912570849,7.408849671,4.701728815,2.92938413,5.511152093,4.563461083,3.793785723,5.511152093,12.05873884,3,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
54.3,Tanggulangin,2,1,0,1,300,300,-7.50246405,112.7091935,1.75730667,2.697035429,4.610180184,1.697485361,4.496927142,6.492677739,4.744941669,1.654641488,0.519210598,4.619599187,18.36923022,0.432697977,15.79050994,5,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
78.9,Taman,3,2,2,1,50,112,-7.36377,112.70935,1.342663715,1.967928334,3.829299002,4.772823483,1.479491822,2.999072821,3.265575726,1.554935705,4.469977029,2.959535109,7.316841329,4.167983618,23.55173297,3,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
60,Sedati,2,1,0,1,180,90,-7.3951247,112.8082562,0.818135689,9.157496431,6.313394338,3.048718921,5.975452667,10.67699807,8.495617132,3.878478723,9.970136162,3.725241879,3.825548737,10.13624972,8.687826904,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,Gedangan,3,2,1,2,36,72,-7.3896762,112.7279598,0.158767307,1.777257755,1.21182274,4.456698371,0.27487645,2.68881455,0.927586993,0.208774423,0.08462473,5.01120921,4.714349383,0.08462473,81.19501354,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,Gedangan,5,2,0,1,72,72,-7.3885665,112.7323259,0.293057018,1.308594815,0.5520178,5.005422535,0.884893335,3.298831435,0.996987213,0.818791308,0.532064133,5.621226095,4.300310279,1.125763389,81.19501354,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.6,Taman,2,1,0,1,120,154,-7.3589157,112.6810879,3.958887031,1.892287961,1.726992546,1.860381441,1.630770297,5.065770285,3.456460256,1.234408478,2.75036667,4.228913219,10.55213542,2.580458966,81.19501354,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
175,Buduran,3,2,0,1,135,135,-7.428144,112.694428,6.199013563,5.849320017,6.135256458,3.74819365,1.77338643,4.650922362,4.578192913,24.71738324,5.91842385,6.816827449,14.15134636,4.875556881,26.33101452,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67.5,Candi,3,2,2,1,120,140,-7.4605473,112.6795169,2.661847215,1.945528022,2.10180005,4.883144673,1.178245487,4.251484925,1.603937655,1.965383171,5.187142709,4.633128902,16.92315089,5.339717131,16.37562666,3,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
47.5,Sedati,2,1,1,1,100,128,-7.3953232,112.8100897,1.045182821,9.384543563,6.54044147,3.275766053,6.202499799,10.90404521,8.722664264,4.105525855,10.19718329,3.952289011,4.052595869,10.36329685,8.914874036,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,Sukodono,3,1,0,1,200,163,-7.3672397,112.7041353,0.486264891,1.979624996,2.882492854,3.826017335,1.242163777,3.215686384,2.112543494,1.207455432,3.523170881,2.971231771,7.079513284,3.596467866,22.88311721,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
120,Buduran,5,4,0,2,170,120,-7.4372052,112.6985292,3.650425733,1.395381187,0.597901278,2.391116279,0.416309059,3.293844991,2.034179438,23.36030587,4.56134648,5.459750078,12.79426899,3.51847951,24.97393715,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
65,Waru,2,1,0,1,50,90,-7.34506052,112.7493553,1.973121751,1.104049452,2.249853454,2.348836581,1.92779605,4.271611164,1.7761092,2.861977494,2.88785878,4.364167047,5.566344343,2.868999629,81.19501354,3,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Sedati,3,1,0,1,36,78,-7.3982079,112.7629051,1.939569295,4.681908388,0.346259446,3.531672216,2.023151251,6.519430072,4.354085004,2.621542474,4.621732494,3.642534049,2.904366124,4.621732494,11.16931925,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60.2,Sedati,2,1,0,1,34,60,-7.3717381,112.7637334,1.055519877,2.530923798,2.379729331,5.851397801,0.925778456,4.842332909,1.457960423,0.343812911,5.271921531,2.616759892,1.74408927,5.39617651,7.514619113,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
200,Waru,4,3,3,2,36,90,-7.3515939,112.7822375,4.066597741,4.564866127,4.743946289,2.556223357,1.74884366,9.37383825,1.89285473,0.744727414,7.900521439,5.941673806,4.756380752,7.881662288,1.556729954,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
150,Gedangan,3,2,0,2,36,72,-7.3885636,112.732315,0.293057018,1.308594815,0.5520178,5.005422535,0.884893335,3.298831435,0.996987213,0.818791308,0.532064133,5.621226095,4.300310279,1.125763389,81.19501354,3,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Waru,4,2,0,1,150,150,-7.3503078,112.7674661,1.10438002,1.229006217,1.445463521,3.972977345,0.373224262,5.970825657,4.238193775,0.837264716,4.491888353,5.123691752,3.893532255,4.473029203,5.266527028,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
60,Prambon,2,1,0,1,36,72,-7.4457506,112.5707595,7.512014843,4.41347128,4.167224303,17.94663175,4.087033105,16.98347827,15.3621167,4.647398506,2.683336435,4.552517386,27.50818548,2.34518898,32.82255427,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
45,Gedangan,2,1,1,1,40,40,-7.3896762,112.7279598,0.158767307,1.777257755,1.21182274,4.456698371,0.27487645,2.68881455,0.927586993,0.208774423,0.08462473,5.01120921,4.714349383,0.08462473,81.19501354,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
38.22,Jabon,2,1,1,1,45,90,-7.5480009,112.7312447,10.48270843,9.169476027,13.91790693,5.044478331,4.971086829,15.2180795,5.484787632,4.96807068,5.024964838,13.34500095,26.00498126,5.024964838,81.19501354,4,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
151,Sidoarjo,0,0,0,1,36,60,-7.4497718,112.7015495,1.418867546,1.347328217,1.619650847,1.161143531,1.125437344,1.711231791,0.80420669,2.877355001,2.962788217,3.976635156,13.48333016,2.288506762,0.501515038,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69.5,Taman,2,1,0,2,36,72,-7.36625948,112.7065874,0.553141034,1.655737095,3.038385731,3.981910213,1.167300583,3.14082319,2.268436372,1.242744466,3.679063758,2.64734387,7.00465009,3.752360744,23.22515076,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.8,Krian,2,1,1,2,60,90,-7.40299,112.5873906,5.680902608,1.908363811,1.678408623,13.40987172,1.932856415,14.67713014,13.78695269,0.734168206,1.111573591,1.159527555,22.12661877,1.066151869,27.44098755,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
50,Sidoarjo,2,1,0,1,46,90,-7.4156902,112.5443916,13.1786313,3.656107308,4.873998549,18.84845307,5.128446341,20.11571149,18.80984809,0.604108688,3.898970245,4.665982032,27.56520012,4.187399036,32.87956891,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48,Sukodono,2,1,1,1,180,126,-7.409469,112.6710278,0.632910735,1.319308106,2.351321885,7.708168346,0.677361208,6.74501486,4.280122591,0.591053283,7.536345126,10.60597929,13.27113194,7.536345126,21.84394569,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,Waru,4,3,0,2,128,128,-7.3559173,112.7477701,1.588238585,1.4918883,1.870269799,2.465938689,1.542912884,3.439670596,1.882981546,3.085774666,2.994731126,4.471039394,4.101848894,2.994731126,1.972008333,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,Sukodono,2,1,0,1,36,90,-7.409469,112.6710278,0.632910735,1.319308106,2.351321885,7.708168346,0.677361208,6.74501486,4.280122591,0.591053283,7.536345126,10.60597929,13.27113194,7.536345126,21.84394569,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,Sukodono,3,1,1,1,72,72,-7.41103853,112.6825491,0.511943936,1.548498055,2.770376178,7.784265118,2.231350711,7.14584871,2.662559077,1.769742952,7.241730908,10.8068885,11.87145556,7.241730908,21.91189008,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
90,Tanggulangin,3,2,0,1,300,135,-7.5025021,112.6988252,3.085693552,2.464302333,5.938567067,3.025872244,5.825314024,7.821064622,6.275316552,1.80116396,2.178888334,5.947986069,19.6976171,2.092375713,16.43493336,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
135,Buduran,2,1,1,1,120,180,-7.436595,112.694927,2.305282635,1.091080798,3.925477366,3.50384699,4.093047567,2.540693504,3.146910149,25.70403532,5.67407719,6.67435079,15.58889553,4.631210221,27.31766661,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
70,Waru,3,2,0,1,144,144,-7.3646345,112.7344448,1.900685789,1.11428425,1.095515622,2.758319896,1.749535038,1.191386235,1.244271165,0.135553046,2.699620575,3.513780896,4.231406992,3.287112332,81.19501354,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.003,Wonoayu,2,1,0,1,38,72,-7.446138,112.6514882,3.785473978,3.578061409,2.194564528,7.52916114,4.678234921,6.566007654,4.944646087,3.466680612,2.316424651,7.973837334,18.28095985,2.316424651,19.3192694,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Candi,2,1,1,1,50,50,-7.46736755,112.702364,1.742559299,2.276405157,1.299785296,2.342984867,1.920283628,2.988208825,2.22449385,1.408363513,2.337679631,1.571948555,14.86476131,2.925600605,2.661960394,4,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
62.27,Krembung,2,1,0,1,225,168,-7.5087545,112.6226665,4.047952021,10.3908873,11.02631388,10.24330053,8.071318606,14.29488216,9.489830732,9.127927188,7.255431005,14.43484974,26.84448636,7.255431005,21.43141143,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
90,Waru,2,1,0,1,160,765,-7.3549225,112.8122669,4.85822854,8.123362409,8.339819712,2.828026781,5.258131603,12.88874669,7.011959208,5.220953769,11.40980938,7.694801343,1.109669766,11.39095023,5.254627006,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.5,Candi,2,2,1,1,84,84,-7.48724258,112.7237529,1.315439627,3.776855563,4.030178933,3.171435582,3.113848372,5.35645478,3.757772156,1.026761459,3.634217719,3.483376227,16.11725326,3.547705098,14.09522837,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.5,Krian,2,1,0,1,350,276,-7.4133,112.5492,10.4345796,3.1523355,4.370226741,18.16354871,4.624674533,19.43080714,18.30607628,1.329312068,4.871088219,4.162210224,26.88029576,5.15951701,32.19466455,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
30,Tarik,2,1,1,1,39,77,-7.4590581,112.516509,10.66153239,10.64592625,11.54043257,24.82677729,7.654820329,23.8636238,21.9619305,6.184410664,0.202790864,11.65580097,34.55501906,0.202790864,31.62687212,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
42.1,Tanggulangin,2,1,1,1,38,72,-7.50246405,112.7091935,1.75730667,2.697035429,4.610180184,1.697485361,4.496927142,6.492677739,4.744941669,1.654641488,0.519210598,4.619599187,18.36923022,0.432697977,15.79050994,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
38.5,Buduran,2,1,0,1,110,56,-7.425129,112.7230909,1.91030037,1.39795371,1.106105101,1.052676295,2.292918065,2.740648466,2.107458689,1.941617939,5.114345548,5.494515392,8.711963207,4.531137012,22.15665081,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92.5,Buduran,2,1,1,1,96,96,-7.425493,112.7081808,2.784218904,1.296443412,2.041098767,2.724592945,2.336522073,2.641621549,1.946195829,1.946195829,5.808335359,6.306366575,10.81906577,4.502239668,23.69901744,3,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
195,Waru,3,2,0,2,95,105,-7.3433654,112.768599,1.364967968,2.057820605,2.231340079,3.581449694,1.521887456,6.642989092,0.372573759,1.708462682,5.164051788,5.994889718,5.78160709,5.145192638,5.092216824,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
